[﻿༄༅། ཁྲེགས་གཅོད་བསྡུད་པ་བཞུགས་སྷོ།༄༄༄། །​ རྒྱ་གར་སྐད་དུ། ས་མ་བ་ཏཱན་མ_50_],﻿༄༅། ཁྲེགས་གཅོད་བསྡུད་པ་བཞུགས་སྷོ།༄༄༄། །​ རྒྱ་གར་སྐད་དུ། ས་མ་བ་ཏཱན་མ_50_,﻿ཁྲེགས་གཅོད་བསྡུས་པ་བཞུགས་སོ།༄༄༄། །​ རྒྱ་གར་སྐད་དུ། ས་མ་བ་ཏཱ་ན་མ_25_,﻿༄༄། །​ རྒྱ་གར་སྐད་དུ། སམཔཱཏནམ_25_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[རང་_100_],རང་_100_,རང་_100_,རང་_100_
[བཞིན་_100_],བཞིན་_100_,བཞིན་_100_,བཞིན་_100_
[དགོངས་_100_],དགོངས་_100_,དགོངས་_100_,དགོངས་_100_
[པ་_100_],པ་_100_,པ་_100_,པ་_100_
[ལྕོག་_100_],ལྕོག་_100_,ལྕོག་_100_,ལྕོག་_100_
[གཞག་_75_],གཞག་_75_,གཞག་_75_,གཞན་_25_
[ལས_100_],ལས_100_,ལས_100_,ལས_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[ཚིག་_100_],ཚིག་_100_,ཚིག་_100_,ཚིག་_100_
[མིན་_100_],མིན་_100_,མིན་_100_,མིན་_100_
[དོན་_100_],དོན་_100_,དོན་_100_,དོན་_100_
[གྱི་_100_],གྱི་_100_,གྱི་_100_,གྱི་_100_
[དགོངས་_100_],དགོངས་_100_,དགོངས་_100_,དགོངས་_100_
[པ་_100_],པ་_100_,པ་_100_,པ་_100_
[འཕྲོས_100_],འཕྲོས_100_,འཕྲོས_100_,འཕྲོས_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[ཀྱཱེཻ་_50_],ཀྱཱེཻ་_50_,ཀྱཱཻ་_25_,ཀྱེ་_25_
[མ་_100_],མ་_100_,མ་_100_,མ་_100_
[སེམས་_100_],སེམས་_100_,སེམས་_100_,སེམས་_100_
[དཔའ་_100_],དཔའ་_100_,དཔའ་_100_,དཔའ་_100_
[ཆེན་_100_],ཆེན་_100_,ཆེན་_100_,ཆེན་_100_
[པོ་_100_],པོ་_100_,པོ་_100_,པོ་_100_
[ཉོན_100_],ཉོན_100_,ཉོན_100_,ཉོན_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[སྣང་_100_],སྣང་_100_,སྣང་_100_,སྣང་_100_
[བ་_100_],བ་_100_,བ་_100_,བ་_100_
[རང་_100_],རང་_100_,རང་_100_,རང་_100_
[གི་_100_],གི་_100_,གི་_100_,གི་_100_
[རང་_100_],རང་_100_,རང་_100_,རང་_100_
[བཅད་_100_],བཅད་_100_,བཅད་_100_,བཅད་_100_
[པས_100_],པས_100_,པས_100_,པས_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[ཁྲེགས་_100_],ཁྲེགས་_100_,ཁྲེགས་_100_,ཁྲེགས་_100_
[གཅོད་_100_],གཅོད་_100_,གཅོད་_100_,གཅོད་_100_
[རྣམས་_100_],རྣམས་_100_,རྣམས་_100_,རྣམས་_100_
[ཀྱི་_100_],ཀྱི་_100_,ཀྱི་_100_,ཀྱི་_100_
[དང་_100_],དང་_100_,དང་_100_,དང་_100_
[པོར་_100_],པོར་_100_,པོར་_100_,པོར་_100_
[བྱུང་_100_],བྱུང་_100_,བྱུང་_100_,བྱུང་_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[བྱས་_100_],བྱས་_100_,བྱས་_100_,བྱས་_100_
[པ་_100_],པ་_100_,པ་_100_,པ་_100_
[མེད་_100_],མེད་_100_,མེད་_100_,མེད་_100_
[པའི་_100_],པའི་_100_,པའི་_100_,པའི་_100_
[ཆོས་_100_],ཆོས་_100_,ཆོས་_100_,ཆོས་_100_
[ཉིད་_100_],ཉིད་_100_,ཉིད་_100_,ཉིད་_100_
[ལ_100_],ལ_100_,ལ_100_,ལ_100_
[། །​ བྱས་_75_],། །​ བྱས་_75_,། །​ བྱས་_75_,། །​ _25_
[བྱུང་_100_],བྱུང་_100_,བྱུང་_100_,བྱུང་_100_
[པ་_75_],པ་_75_,པ་_75_,བ་_25_
[མེད་_100_],མེད་_100_,མེད་_100_,མེད་_100_
[པའི་_100_],པའི་_100_,པའི་_100_,པའི་_100_
[གནད་_100_],གནད་_100_,གནད་_100_,གནད་_100_
[མཐོང་_100_],མཐོང་_100_,མཐོང་_100_,མཐོང་_100_
[ན_100_],ན_100_,ན_100_,ན_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[བྱས་_100_],བྱས་_100_,བྱས་_100_,བྱས་_100_
[པ་_50_],པ་_50_,དང་_50_,དང་_50_
[བྱུང་_100_],བྱུང་_100_,བྱུང་_100_,བྱུང་_100_
[བ་_100_],བ་_100_,བ་_100_,བ་_100_
[རང་_100_],རང་_100_,རང་_100_,རང་_100_
[ས་_100_],ས་_100_,ས་_100_,ས་_100_
[ཆོད_100_],ཆོད_100_,ཆོད_100_,ཆོད_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[འཁོར་_100_],འཁོར་_100_,འཁོར་_100_,འཁོར་_100_
[བ་_100_],བ་_100_,བ་_100_,བ་_100_
[ཞེན་_100_],ཞེན་_100_,ཞེན་_100_,ཞེན་_100_
[མཐའ་_100_],མཐའ་_100_,མཐའ་_100_,མཐའ་_100_
[རང་_100_],རང་_100_,རང་_100_,རང་_100_
[གནས་_100_],གནས་_100_,གནས་_100_,གནས་_100_
[བས_75_],བས_75_,པས_25_,བས_75_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[འཁྲུལ་_100_],འཁྲུལ་_100_,འཁྲུལ་_100_,འཁྲུལ་_100_
[པ་_100_],པ་_100_,པ་_100_,པ་_100_
[བདེན་_100_],བདེན་_100_,བདེན་_100_,བདེན་_100_
[པ་_100_],པ་_100_,པ་_100_,པ་_100_
[རང་_100_],རང་_100_,རང་_100_,རང་_100_
[གནས་_100_],གནས་_100_,གནས་_100_,གནས་_100_
[ཏེ_100_],ཏེ_100_,ཏེ_100_,ཏེ_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[དུས་_100_],དུས་_100_,དུས་_100_,དུས་_100_
[གསུམ་_100_],གསུམ་_100_,གསུམ་_100_,གསུམ་_100_
[རྒྱལ་_100_],རྒྱལ་_100_,རྒྱལ་_100_,རྒྱལ་_100_
[བའི་_100_],བའི་_100_,བའི་_100_,བའི་_100_
[དགོངས་_100_],དགོངས་_100_,དགོངས་_100_,དགོངས་_100_
[པ་_100_],པ་_100_,པ་_100_,པ་_100_
[རྙེད_100_],རྙེད_100_,རྙེད_100_,རྙེད_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[འདི་_100_],འདི་_100_,འདི་_100_,འདི་_100_
[ལ་_100_],ལ་_100_,ལ་_100_,ལ་_100_
[རབ་_100_],རབ་_100_,རབ་_100_,རབ་_100_
[གནས་_75_],གནས་_75_,གནས་_75_,གནད་_25_
[མཐའ་_100_],མཐའ་_100_,མཐའ་_100_,མཐའ་_100_
[ཡལ་_100_],ཡལ་_100_,ཡལ་_100_,ཡལ་_100_
[ཏེ_100_],ཏེ_100_,ཏེ_100_,ཏེ_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[ང་_100_],ང་_100_,ང་_100_,ང་_100_
[ཡིས་_100_],ཡིས་_100_,ཡིས་_100_,ཡིས་_100_
[ཆུད་_100_],ཆུད་_100_,ཆུད་_100_,ཆུད་_100_
[རྩའི་_100_],རྩའི་_100_,རྩའི་_100_,རྩའི་_100_
[རོ་_100_],རོ་_100_,རོ་_100_,རོ་_100_
[བརྒྱད་_100_],བརྒྱད་_100_,བརྒྱད་_100_,བརྒྱད་_100_
[སྙེད_75_],སྙེད_75_,སྙེད_75_,རྙེད_25_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[ཐོག་_100_],ཐོག་_100_,ཐོག་_100_,ཐོག་_100_
[མ་_100_],མ་_100_,མ་_100_,མ་_100_
[རང་_100_],རང་_100_,རང་_100_,རང་_100_
[དང་_100_],དང་_100_,དང་_100_,དང་_100_
[རང་_100_],རང་_100_,རང་_100_,རང་_100_
[བཞིན་_100_],བཞིན་_100_,བཞིན་_100_,བཞིན་_100_
[ལས_100_],ལས_100_,ལས_100_,ལས_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[བདག་_100_],བདག་_100_,བདག་_100_,བདག་_100_
[ཉིད་_100_],ཉིད་_100_,ཉིད་_100_,ཉིད་_100_
[ཆེན་_100_],ཆེན་_100_,ཆེན་_100_,ཆེན་_100_
[པོའི་_100_],པོའི་_100_,པོའི་_100_,པོའི་_100_
[ལྟས་_75_],ལྟས་_75_,ལྟས་_75_,ལྟ་_25_
[སྟངས་_100_],སྟངས་_100_,སྟངས་_100_,སྟངས་_100_
[ལས_100_],ལས_100_,ལས_100_,ལས_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[མཐོང་_100_],མཐོང་_100_,མཐོང་_100_,མཐོང་_100_
[བ་_100_],བ་_100_,བ་_100_,བ་_100_
[མེད་_100_],མེད་_100_,མེད་_100_,མེད་_100_
[པའི་_100_],པའི་_100_,པའི་_100_,པའི་_100_
[ཡུལ་_100_],ཡུལ་_100_,ཡུལ་_100_,ཡུལ་_100_
[རྙེད་_100_],རྙེད་_100_,རྙེད་_100_,རྙེད་_100_
[བ_75_],བ_75_,པ_25_,བ_75_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_
[བཤད་_100_],བཤད་_100_,བཤད་_100_,བཤད་_100_
[པར་_100_],པར་_100_,པར་_100_,པར་_100_
[བྱ་_100_],བྱ་_100_,བྱ་_100_,བྱ་_100_
[བའི་_100_],བའི་_100_,བའི་_100_,བའི་_100_
[ཆོས་_100_],ཆོས་_100_,ཆོས་_100_,ཆོས་_100_
[རྣམས་_100_],རྣམས་_100_,རྣམས་_100_,རྣམས་_100_
[ཟད_100_],ཟད_100_,ཟད_100_,ཟད_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_
[ཐོས་_100_],ཐོས་_100_,ཐོས་_100_,ཐོས་_100_
[བསམ་_100_],བསམ་_100_,བསམ་_100_,བསམ་_100_
[བསྒོམ་_100_],བསྒོམ་_100_,བསྒོམ་_100_,བསྒོམ་_100_
[པའི་_100_],པའི་_100_,པའི་_100_,པའི་_100_
[ཉེན་_100_],ཉེན་_100_,ཉེན་_100_,ཉེན་_100_
[ལེན་_100_],ལེན་_100_,ལེན་_100_,ལེན་_100_
[སྟོངས_100_],སྟོངས_100_,སྟོངས_100_,སྟོངས_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[དུ་_100_],དུ་_100_,དུ་_100_,དུ་_100_
[མ་_100_],མ་_100_,མ་_100_,མ་_100_
[འདུས་_100_],འདུས་_100_,འདུས་_100_,འདུས་_100_
[པའི་_100_],པའི་_100_,པའི་_100_,པའི་_100_
[ཚང་_100_],ཚང་_100_,ཚང་_100_,ཚང་_100_
[ཤིག་_100_],ཤིག་_100_,ཤིག་_100_,ཤིག་_100_
[པས_100_],པས_100_,པས_100_,པས_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[གཅིག་_100_],གཅིག་_100_,གཅིག་_100_,གཅིག་_100_
[བར་_100_],བར་_100_,བར་_100_,བར་_100_
[གནས་_100_],གནས་_100_,གནས་_100_,གནས་_100_
[པའི་_100_],པའི་_100_,པའི་_100_,པའི་_100_
[ཡེ་_75_],ཡེ་_75_,ཡེ་_75_,ཡི་_25_
[ཤེས་_100_],ཤེས་_100_,ཤེས་_100_,ཤེས་_100_
[མཐོང་_75_],མཐོང་_75_,ཐོང་_25_,མཐོང་_75_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[དེ་_100_],དེ་_100_,དེ་_100_,དེ་_100_
[མཐོང་བ་_75_],མཐོང་བ་_75_,མཐོང་བ་_75_,མཐོང་_25_
[ཙམ་_100_],ཙམ་_100_,ཙམ་_100_,ཙམ་_100_
[གྱིས་_100_],གྱིས་_100_,གྱིས་_100_,གྱིས་_100_
[འཁོར་_100_],འཁོར་_100_,འཁོར་_100_,འཁོར་_100_
[བའི་_100_],བའི་_100_,བའི་_100_,བའི་_100_
[ལས_100_],ལས_100_,ལས_100_,ལས_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[མ་_100_],མ་_100_,མ་_100_,མ་_100_
[བྱས་_100_],བྱས་_100_,བྱས་_100_,བྱས་_100_
[གཞི་_100_],གཞི་_100_,གཞི་_100_,གཞི་_100_
[ལ་_100_],ལ་_100_,ལ་_100_,ལ་_100_
[ཐམས་_100_],ཐམས་_100_,ཐམས་_100_,ཐམས་_100_
[ཅད་_100_],ཅད་_100_,ཅད་_100_,ཅད་_100_
[འགྲུབ_100_],འགྲུབ_100_,འགྲུབ_100_,འགྲུབ_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[འདིས་_100_],འདིས་_100_,འདིས་_100_,འདིས་_100_
[ནི་_100_],ནི་_100_,ནི་_100_,ནི་_100_
[བྱུང་_100_],བྱུང་_100_,བྱུང་_100_,བྱུང་_100_
[བའི་_100_],བའི་_100_,བའི་_100_,བའི་_100_
[བདག་_100_],བདག་_100_,བདག་_100_,བདག་_100_
[པོ་_100_],པོ་_100_,པོ་_100_,པོ་_100_
[ཟིན_100_],ཟིན_100_,ཟིན_100_,ཟིན_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[དེ་_100_],དེ་_100_,དེ་_100_,དེ་_100_
[ལ་_100_],ལ་_100_,ལ་_100_,ལ་_100_
[ཡོན་_100_],ཡོན་_100_,ཡོན་_100_,ཡོན་_100_
[ཏན་_100_],ཏན་_100_,ཏན་_100_,ཏན་_100_
[བརྒྱ་_100_],བརྒྱ་_100_,བརྒྱ་_100_,བརྒྱ་_100_
[ཕྲག་_100_],ཕྲག་_100_,ཕྲག་_100_,ཕྲག་_100_
[སྙེད_75_],སྙེད_75_,སྙེད_75_,རྙེད_25_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[དེ་_100_],དེ་_100_,དེ་_100_,དེ་_100_
[སྙེད་_100_],སྙེད་_100_,སྙེད་_100_,སྙེད་_100_
[ཆོས་_100_],ཆོས་_100_,ཆོས་_100_,ཆོས་_100_
[ལ་_100_],ལ་_100_,ལ་_100_,ལ་_100_
[འཇིག་_100_],འཇིག་_100_,འཇིག་_100_,འཇིག་_100_
[པ་_100_],པ་_100_,པ་_100_,པ་_100_
[མེད_100_],མེད_100_,མེད_100_,མེད_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[འཇིགས་_75_],འཇིགས་_75_,འཇིགས་_75_,འཇིག་_25_
[མེད་_100_],མེད་_100_,མེད་_100_,མེད་_100_
[ལམ་_100_],ལམ་_100_,ལམ་_100_,ལམ་_100_
[དུ་_100_],དུ་_100_,དུ་_100_,དུ་_100_
[སུ་_100_],སུ་_100_,སུ་_100_,སུ་_100_
[ཞུགས་_100_],ཞུགས་_100_,ཞུགས་_100_,ཞུགས་_100_
[པ_100_],པ_100_,པ_100_,པ_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[འདི་_100_],འདི་_100_,འདི་_100_,འདི་_100_
[ལ་_100_],ལ་_100_,ལ་_100_,ལ་_100_
[ལྡོག་_100_],ལྡོག་_100_,ལྡོག་_100_,ལྡོག་_100_
[པ་_100_],པ་_100_,པ་_100_,པ་_100_
[ཡོད་_100_],ཡོད་_100_,ཡོད་_100_,ཡོད་_100_
[མི་_100_],མི་_100_,མི་_100_,མི་_100_
[སྲིད_100_],སྲིད_100_,སྲིད_100_,སྲིད_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[སྲིད་_100_],སྲིད་_100_,སྲིད་_100_,སྲིད་_100_
[བྲལ་_100_],བྲལ་_100_,བྲལ་_100_,བྲལ་_100_
[མིང་_100_],མིང་_100_,མིང་_100_,མིང་_100_
[བཞི་_100_],བཞི་_100_,བཞི་_100_,བཞི་_100_
[སྟོངས་_100_],སྟོངས་_100_,སྟོངས་_100_,སྟོངས་_100_
[པའོ_100_],པའོ_100_,པའོ_100_,པའོ_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[ཁྱབ་_100_],ཁྱབ་_100_,ཁྱབ་_100_,ཁྱབ་_100_
[བདག་_100_],བདག་_100_,བདག་_100_,བདག་_100_
[ནམ་_100_],ནམ་_100_,ནམ་_100_,ནམ་_100_
[མཁའི་_100_],མཁའི་_100_,མཁའི་_100_,མཁའི་_100_
[མཐའ་_100_],མཐའ་_100_,མཐའ་_100_,མཐའ་_100_
[སྙེད་_75_],སྙེད་_75_,སྙེད་_75_,རྙེད་_25_
[པ_100_],པ_100_,པ_100_,པ_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[དབྱིང་_75_],དབྱིང་_75_,དབྱིངས་_25_,དབྱིང་_75_
[སུ་_100_],སུ་_100_,སུ་_100_,སུ་_100_
[ཚུད་_100_],ཚུད་_100_,ཚུད་_100_,ཚུད་_100_
[པས་_100_],པས་_100_,པས་_100_,པས་_100_
[ཕྱི་_100_],ཕྱི་_100_,ཕྱི་_100_,ཕྱི་_100_
[ནང་_100_],ནང་_100_,ནང་_100_,ནང་_100_
[ཆོད_100_],ཆོད_100_,ཆོད_100_,ཆོད_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[ས་_100_],ས་_100_,ས་_100_,ས་_100_
[ཆུ་_100_],ཆུ་_100_,ཆུ་_100_,ཆུ་_100_
[མེ་_100_],མེ་_100_,མེ་_100_,མེ་_100_
[རླུང་_100_],རླུང་_100_,རླུང་_100_,རླུང་_100_
[འབྱུང་_100_],འབྱུང་_100_,འབྱུང་_100_,འབྱུང་_100_
[བ་_100_],བ་_100_,བ་_100_,བ་_100_
[ཡི_100_],ཡི_100_,ཡི_100_,ཡི_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[གཞི་_100_],གཞི་_100_,གཞི་_100_,གཞི་_100_
[དང་_100_],དང་_100_,དང་_100_,དང་_100_
[ལམ་_100_],ལམ་_100_,ལམ་_100_,ལམ་_100_
[དང་_100_],དང་_100_,དང་_100_,དང་_100_
[འབྲས་_100_],འབྲས་_100_,འབྲས་_100_,འབྲས་_100_
[བུ་_100_],བུ་_100_,བུ་_100_,བུ་_100_
[ཟད_100_],ཟད_100_,ཟད_100_,ཟད_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
